"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
955,http://bbs.cehome.com/thread-1147818-1-1.html,挖掘机专区,我爱我挖,日立250,挖机大臂油缸响什么原因？有知道的师傅吗？告诉一下谢谢了,手机用户ekou017,2017-11-25,,日立 250 挖机 大 臂 油缸 响 什么原因 ？ 有 知道 的 师傅 吗 ？ 告诉 一下 谢 谢了
956,http://bbs.cehome.com/thread-1147817-1-1.html,铁甲娱乐,视频 模型 游戏,原创视频,自己选的路，再苦再累也要走到最后，期待美好的未来，同行们加油！！！,我们不一样,2017-11-25,,原创 视频 自己 选 的 路 ， 再 苦 再 累 也 要走 到最后 ， 期待 美好 的 未来 ， 同行 们 加油 ！ ！ ！
957,http://bbs.cehome.com/thread-1147813-1-1.html,挖掘机专区,我爱我挖,专心挣钱,电子秤已安。油卡已办。黄油桶也已买。再不用投资什么了。,男人努力挣钱,2017-11-25,,专心 挣钱 电子秤 已 安 。 油 卡 已办 。 黄 油桶 也 已 买 。 再 不用 投资 什么 了 。
958,http://bbs.cehome.com/thread-1147809-1-1.html,挖掘机专区,我爱我挖,除了大山,还是大山,笑出强大y,2017-11-25,,除了 大山 还是 大山
959,http://bbs.cehome.com/thread-1147805-1-1.html,挖掘机专区,我爱我挖,新买的二手机，求大家看看,本人才开两年挖机，对挖机不是特别了解，这是我刚刚买的，你们看看16.5万值不值。这是12年，上面是4400多小时，怠速随便玩，上板车都没事,粑粑看看,2017-11-25,,新买 的 二 手机 ， 求 大家 看看 本 人才 开 两年 挖机 ， 对 挖机 不是 特别 了解 ， 这是 我 刚刚 买 的 ， 你们 看看 16.5 万 值不值 。 这是 12 年 ， 上面 是 4400 多小时 ， 怠 速 随便 玩 ， 上 板车 都 没事
960,http://bbs.cehome.com/thread-1147803-1-1.html,挖掘机专区,我爱我挖,每日一贴,溜了溜了。周围没人，我藏身于竹海之中,永不停息的跳蛋,2017-11-25,,每日 一 贴 溜了 溜了 。 周围 没人 ， 我 藏身 于 竹 海 之中
961,http://bbs.cehome.com/thread-1147802-1-1.html,挖掘机专区,我爱我挖,签到,,手机用户ehluv59,2017-11-25,,签到 
962,http://bbs.cehome.com/thread-1147800-1-1.html,挖掘机专区,我爱我挖,徐工ex80d的小挖机怎么样,徐工ex80d的小挖机怎么样,加长臂破碎哥,2017-11-25,,徐 工 ex80d 的 小 挖机 怎么样 徐 工 ex80d 的 小 挖机 怎么样
963,http://bbs.cehome.com/thread-1147793-1-1.html,我与工程机械,故障咨询,三一205挖掘机手柄滋滋响，怎么回事？,热车手柄做动作的时候滋滋响，冷车没声音，做事正常，什么原因造成的各位老铁？先导压力太高还是先导阀磨损？,阳光你早,2017-11-25,其他异响/振动问题,三一 205 挖掘机 手柄 滋 滋 响 ， 怎么回事 ？ 热 车 手柄 做 动作 的 时候 滋 滋 响 ， 冷 车 没声音 ， 做事 正常 ， 什么原因 造成 的 各位 老 铁 ？ 先导 压力 太高 还是 先导 阀 磨损 ？
964,http://bbs.cehome.com/thread-1147790-1-1.html,我与工程机械,故障咨询,求助大神现代80没兔子档了，怎么才搞的好？影响什么？,现代80没兔子档了，不管按兔子档还是乌龟档都是乌龟档的速度，把2个行走电磁阀线路对换出现乌龟档车不行走，按兔子档行走速度是乌龟档速度，该咋样才可以搞好呢？装电磁阀那个地方不是活动的嘛，电磁阀工作原理是怎么工作的啊？还有喇叭装在那个地方的？我知道喇叭开关在右手按的。,回忆岁月,2017-11-25,其他,求助 大神 现代 80 没 兔子 档 了 ， 怎么 才 搞 的 好 ？ 影响 什么 ？ 现代 80 没 兔子 档 了 ， 不管 按 兔子 档 还是 乌龟 档 都是 乌龟 档 的 速度 ， 把 2 个 行走 电磁阀 线路 对换 出现 乌龟 档 车 不 行走 ， 按 兔子 档 行走 速度 是 乌龟 档 速度 ， 该 咋样 才 可以 搞 好呢 ？ 装 电磁阀 那个地方 不是 活动 的 嘛 ， 电磁阀 工作 原理 是 怎么 工作 的 啊 ？ 还有 喇叭 装在 那个地方 的 ？ 我 知道 喇叭 开 关在 右手 按 的 。
965,http://bbs.cehome.com/thread-1147787-1-1.html,挖掘机专区,我爱我挖,杰西博JS85怎么样？,有没有用过杰西博JS85这款机的，好不好开，质量怎么样，配件贵不贵，想入手一台二手的,手机用户ijlmot5,2017-11-25,操作技巧,杰 西 博 JS85 怎么样 ？ 有没有 用过 杰 西 博 JS85 这款 机 的 ， 好不好 开 ， 质量 怎么样 ， 配件 贵 不贵 ， 想 入手 一台 二手 的
966,http://bbs.cehome.com/thread-1147786-1-1.html,我与工程机械,故障咨询,卡特320d2冒蓝烟,正常工作没事带速有时冒蓝烟功率下降没劲柴滤才换10天空虚吹了不缺机油14年的车到现在4千多小时,15038732356,2017-11-25,冒蓝烟,卡特 320d2 冒 蓝 烟 正常 工作 没事 带 速 有时 冒 蓝 烟 功率 下降 没劲 柴 滤 才 换 10 天 空虚 吹了 不缺 机油 14 年 的 车 到现在 4 千 多小时
967,http://bbs.cehome.com/thread-1147783-1-1.html,挖掘机专区,我爱我挖,一起来 就现在】准备下班,,黄忠,2017-11-25,,一 起来   就 现在 】 准备 下班 
968,http://bbs.cehome.com/thread-1147781-1-1.html,挖掘机专区,我爱我挖,电喷日立360240330,在正常干活中突然憋车能憋灭，憋车时发动机冒烟，只要把电门关掉新开就会好，没有故障码，应该是电路什么地方出现的问题呢，我是修车的都遇到好几台类似的故障了，只知道是电路的毛病！,挖掘机电子,2017-11-25,,电喷 日立 360240330 在 正常 干活 中 突然 憋 车 能 憋 灭 ， 憋 车 时 发动机 冒烟 ， 只 要把 电门 关掉 新开 就 会好 ， 没有 故障 码 ， 应该是 电路 什么地方 出现 的 问题 呢 ， 我 是 修车 的 都 遇到 好 几台 类 似的 故障 了 ， 只知道 是 电路 的 毛病 ！
969,http://bbs.cehome.com/thread-1147779-1-1.html,挖掘机专区,我爱我挖,经典歌曲,,伟立机械,2017-11-25,,经典歌曲 
970,http://bbs.cehome.com/thread-1147765-1-1.html,挖掘机专区,杂谈图库,有点乱,,吉野,2017-11-25,,有点 乱 
971,http://bbs.cehome.com/thread-1147759-1-1.html,挖掘机专区,我爱我挖,有打破碎的大神吗,请教一下，这个打的方式对吗，工地小孩和我说打的很对，我认为伤车,连云港三把刀,2017-11-25,,有 打 破碎 的 大神 吗 请教 一下 ， 这个 打的 方式 对 吗 ， 工地 小孩 和我 说 打的 很对 ， 我 认为 伤 车
972,http://bbs.cehome.com/thread-1147756-1-1.html,挖掘机专区,我爱我挖,三一重工,有开过三一135的朋友吗，大家觉得质量好吗，配件贵吗，兄弟想买台二手的,手机用户jnsv013,2017-11-25,,三一 重工 有 开过 三一 135 的 朋友 吗 ， 大家 觉得 质量 好吗 ， 配件 贵 吗 ， 兄弟 想买 台 二手 的
973,http://bbs.cehome.com/thread-1147754-1-1.html,挖掘机专区,杂谈图库,小狗,,野狼劲舞,2017-11-25,,小狗 
974,http://bbs.cehome.com/thread-1147753-1-1.html,我与工程机械,装载机,这车能买吗?,爷爷级50D  变速箱没毛病,18180336135,2017-11-25,,这车 能 买 吗 ? 爷爷 级 50D   变速箱 没 毛病
975,http://bbs.cehome.com/thread-1147750-1-1.html,挖掘机专区,我爱我挖,大师傅给个建议嘛,老板打电话让我去他那里开挖机，我看了图片有点怕吃不住，是夹石头上车摆好，可我从来没夹过，我又想去,我就想换个昵称,2017-11-25,,大师傅 给 个 建议 嘛 老板 打电话 让 我 去 他 那里 开 挖机 ， 我 看了 图片 有点 怕 吃不住 ， 是 夹 石头 上车 摆好 ， 可我 从来没 夹过 ， 我 又 想去
976,http://bbs.cehome.com/thread-1147748-1-1.html,挖掘机专区,我爱我挖,聚会,三大品牌,二楠,2017-11-25,,聚会 三 大 品牌
977,http://bbs.cehome.com/thread-1147746-1-1.html,挖掘机专区,我爱我挖,粗心了 对不起我的小神钢,七天机  心碎一地,手机用户defgim9,2017-11-25,,粗心 了   对不起 我 的 小 神钢 七 天机    心碎 一地
978,http://bbs.cehome.com/thread-1147745-1-1.html,我与工程机械,装载机,哈哈,刚买哒，旧的打烂了。,富贵险中求,2017-11-25,,哈哈 刚 买 哒 ， 旧 的 打 烂了 。
979,http://bbs.cehome.com/thread-1147743-1-1.html,我与工程机械,故障咨询,小松70-8的主溢流阀是哪个？,挖机动作慢，没有劲，尤其是小臂，动作太慢了。我想调一下压力，有压力表，就是不知道主溢流阀在哪里。哪位大神知道麻烦上个图，最好是连分配阀一起拍，那样我好找一点，谢谢。,13797603334,2017-11-25,其他液压泵/阀问题,小松 70-8 的 主 溢流阀 是 哪个 ？ 挖机 动作 慢 ， 没 有劲 ， 尤其是 小臂 ， 动作 太 慢了 。 我 想 调 一 下压力 ， 有 压力表 ， 就是 不知道 主 溢流阀 在 哪里 。 哪位 大神 知道 麻烦 上个 图 ， 最好 是 连 分配阀 一起 拍 ， 那样 我 好找 一点 ， 谢谢 。
980,http://bbs.cehome.com/thread-1147740-1-1.html,互通有无,招聘求职,机手,东莞又没需要机手.或者有微信群求拉15916840197,小丰,2017-11-25,北京,机手 东莞 又没 需要 机手 . 或者 有 微 信 群 求 拉 15916840197
981,http://bbs.cehome.com/thread-1147736-1-1.html,挖掘机专区,我爱我挖,卡特308D预热处理，解决打火难。,这段时间降温又下雨，机子早上难打火。怀疑是预热塞问题。然后就发了一套回来装上后，依然没效果，故障依然存在。这下有可能是线路问题了，怎么查呢？自己动手呗。先查保险盒一个个查看，保险没有烧。只能在挖机上面拆个灯接预热上有没有电到，接来接去还是没亮，说明预热线路有问题，顺着预热线查。果然出在继电器上的保险烧断了，因为没有这个保险丝只能另外改下。这次维修总共花250块，四根预热塞240块加一根保险10块，总结一下本10块钱能解决的问题多花了240块。旧的预热没坏。,旧爱小卡特,2017-11-25,维修改装,卡特 308D 预 热处理 ， 解决 打火 难 。 这段 时间 降温 又 下雨 ， 机子 早上 难 打火 。 怀 疑是 预热 塞 问题 。 然后就 发了 一套 回来 装上 后 ， 依然 没 效果 ， 故障 依然 存在 。 这 下有 可能是 线路 问 题了 ， 怎么 查 呢 ？ 自己 动手 呗 。 先查 保险盒 一个个 查看 ， 保险 没有 烧 。 只 能在 挖机 上面 拆 个 灯 接 预热 上 有没有 电 到 ， 接来接去 还是 没亮 ， 说明 预热 线路 有 问题 ， 顺着 预 热线 查 。 果然 出在 继电器 上 的 保险 烧 断了 ， 因为 没有 这个 保险丝 只能 另外 改下 。 这次 维修 总共 花 250 块 ， 四 根 预热 塞 240 块 加 一根 保险 10 块 ， 总结 一下 本 10 块钱 能 解决 的 问题 多 花了 240 块 。 旧 的 预热 没 坏 。
982,http://bbs.cehome.com/thread-1147731-1-1.html,挖掘机专区,我爱我挖,喷泉！！！！,,秃驴,2017-11-25,,喷泉 ！ ！ ！ ！ 
983,http://bbs.cehome.com/thread-1147730-1-1.html,挖掘机专区,我爱我挖,【一起来，就现在】,看看这个小钢炮，是什么车呀,瘋子或是儍子,2017-11-25,,【 一 起来 ， 就 现在 】 看看 这个 小钢炮 ， 是什么 车 呀
984,http://bbs.cehome.com/thread-1147727-1-1.html,我与工程机械,故障咨询,挖机打不着火求指点,60雷沃打火响几秒就息火然后就打不着火了油路正常求各位铁友支个法,手机用户hklrx56,2017-11-25,憋车/熄火,挖机 打 不 着火 求 指点 60 雷 沃 打火 响 几秒 就 息火 然后就 打不着 火了 油路 正常 求 各位 铁 友 支 个 法
985,http://bbs.cehome.com/thread-1147725-1-1.html,挖掘机专区,我爱我挖,挖,雾霾的的发源地，,ren19851227,2017-11-25,,挖 雾 霾 的 的 发源地 ，
986,http://bbs.cehome.com/thread-1147721-1-1.html,挖掘机专区,我爱我挖,神纲210_6,从一个方向转，G033报警，查了说传感器坏了，，，那传感器在什么地方，大神,15388047370,2017-11-25,,神 纲 210_6 从 一个 方向 转 ， G033 报警 ， 查 了 说 传感器 坏了 ， ， ， 那 传感器 在 什么地方 ， 大神
987,http://bbs.cehome.com/thread-1147720-1-1.html,我与工程机械,故障咨询,挖机故障,小松pc60-7这个图代表什么意思是什么故障急急急,冷月,2017-11-25,其他,挖机 故障 小松 pc60-7 这个 图 代表 什么意思 是什么 故障 急 急急
988,http://bbs.cehome.com/thread-1147715-1-1.html,挖掘机专区,我爱我挖,雾霾的发源地,,ren19851227,2017-11-25,,雾 霾 的 发源地 
989,http://bbs.cehome.com/thread-1147714-1-1.html,挖掘机专区,我爱我挖,签到,挖机坏了。。,lixiaoyv2218,2017-11-25,,签到 挖机 坏了 。 。
990,http://bbs.cehome.com/thread-1147710-1-1.html,挖掘机专区,我爱我挖,一起来就现在,,地球美容师335,2017-11-25,,一起 来就 现在 
991,http://bbs.cehome.com/thread-1147703-1-1.html,挖掘机专区,我爱我挖,【一起来 就现在】吊变压器,200元一个，变压器加箱子  可以干吗？,柒纷壞,2017-11-25,,【 一 起来   就 现在 】 吊 变压器 200 元 一个 ， 变压器 加 箱子    可以 干吗 ？
992,http://bbs.cehome.com/thread-1147701-1-1.html,挖掘机专区,我爱我挖,下雨天也要上班,下午好甲友们,微信用户_L3TmCT,2017-11-25,,下雨天 也要 上班 下午 好 甲 友 们
993,http://bbs.cehome.com/thread-1147693-1-1.html,我与工程机械,故障咨询,小松56挖机用油门加大会冒黑烟怎么回事？,热心甲友告知一下呗,粑粑看看,2017-11-25,发动机冒烟,小松 56 挖机 用 油门 加 大会 冒 黑烟 怎么回事 ？ 热心 甲 友 告知 一下 呗
994,http://bbs.cehome.com/thread-1147692-1-1.html,挖掘机专区,我爱我挖,大湿妇点射钢筋,路过隔壁老王的工地看看大湿打钢筋。估计修炼多年了。,丘致远318,2017-11-25,,大 湿 妇 点射 钢筋 路过 隔壁 老王 的 工地 看看 大 湿 打 钢筋 。 估计 修炼 多年 了 。
995,http://bbs.cehome.com/thread-1147687-1-1.html,挖掘机专区,我爱我挖,老板刚提回来的一台新挖机卡特374，霸气！,外包老板刚提回来的一台新挖机,明明爱莉莉,2017-11-25,提车作业,老板 刚 提回来 的 一台 新 挖机 卡特 374 ， 霸气 ！ 外包 老板 刚 提回来 的 一台 新 挖机
996,http://bbs.cehome.com/thread-1147684-1-1.html,挖掘机专区,我爱我挖,挖机行走齿轮油,挖机行走齿轮油你们多久换一次,手机用户dfk1247,2017-11-25,,挖机 行走 齿轮油 挖机 行走 齿轮油 你们 多久 换 一次
997,http://bbs.cehome.com/thread-1147681-1-1.html,挖掘机专区,我爱我挖,环保。,煤场蓬顶，为了蓝天白云。,lxh挖天下,2017-11-25,,环保 。 煤场 蓬 顶 ， 为了 蓝天白云 。
998,http://bbs.cehome.com/thread-1147675-1-1.html,挖掘机专区,我爱我挖,下苦，走了,,残～忆～阳,2017-11-25,,下 苦 ， 走了 
999,http://bbs.cehome.com/thread-1147673-1-1.html,互通有无,配件广告专区,求购,三一55驾驶室，最好拆车件和二手,手机用户k0ym5Gd,2017-11-25,发动机,求购 三一 55 驾驶室 ， 最好 拆 车 件 和 二手
1,000,http://bbs.cehome.com/thread-1147671-1-1.html,挖掘机专区,我爱我挖,做点打杂的活,,熊猫儿,2017-11-25,,做 点 打杂 的 活 
1,001,http://bbs.cehome.com/thread-1147666-1-1.html,挖掘机专区,我爱我挖,坟墓,,鸿运机械部落,2017-11-25,,坟墓 
1,002,http://bbs.cehome.com/thread-1147664-1-1.html,挖掘机专区,我爱我挖,山东临工953n差速器油封型号，跪求！！！！,山东临工953n差速器油封型号，跪求！！！！,变形金刚葫芦娃,2017-11-25,,山 东临 工 953n 差速器 油封 型号 ， 跪求 ！ ！ ！ ！ 山 东临 工 953n 差速器 油封 型号 ， 跪求 ！ ！ ！ ！
1,003,http://bbs.cehome.com/thread-1147663-1-1.html,挖掘机专区,我爱我挖,挖机这么干净的驾驶室，就想问，还有谁？,洗白白,手机用户cdfstuy,2017-11-25,使用报告,挖机 这么 干净 的 驾驶室 ， 就 想问 ， 还 有谁 ？ 洗 白白
1,004,http://bbs.cehome.com/thread-1147661-1-1.html,挖掘机专区,我爱我挖,个事的舒服,,搞挖机累,2017-11-25,,个 事 的 舒服 
1,005,http://bbs.cehome.com/thread-1147659-1-1.html,挖掘机专区,我爱我挖,307e2转盘,你们转盘打黄油吗,大生先,2017-11-25,,307e2 转盘 你们 转盘 打 黄油 吗
1,006,http://bbs.cehome.com/thread-1147656-1-1.html,挖掘机专区,我爱我挖,307e2,这大泵漏油需要修吗,大生先,2017-11-25,,307e2 这大 泵 漏油 需要 修 吗
1,007,http://bbs.cehome.com/thread-1147652-1-1.html,挖掘机专区,我爱我挖,放假了,还可以哈,铲运小胖,2017-11-25,,放假 了 还 可以 哈
1,008,http://bbs.cehome.com/thread-1147648-1-1.html,挖掘机专区,我爱我挖,微挖,最美石川岛18,微挖最爱石川岛18,2017-11-25,,微 挖 最美 石 川 岛 18
1,009,http://bbs.cehome.com/thread-1147645-1-1.html,挖掘机专区,我爱我挖,高大上有没有,充电电压显示,曾以为,2017-11-25,,高大 上 有没有 充电 电压 显示
1,010,http://bbs.cehome.com/thread-1147642-1-1.html,挖掘机专区,我爱我挖,挖机上路,,Mr . Gao,2017-11-25,,挖机 上路 
1,011,http://bbs.cehome.com/thread-1147640-1-1.html,我与工程机械,装载机,老铁，，请教一下刹车片！,刹车片磨成这样，要不要换一下？,18566009820,2017-11-25,图片分享,老 铁 ， ， 请教 一下 刹车片 ！ 刹车片 磨成 这样 ， 要不要 换 一下 ？
1,012,http://bbs.cehome.com/thread-1147637-1-1.html,挖掘机专区,我爱我挖,被截胡了,原本这工地是说我们做的！结果被人截胡了！人家工价低！没办法咯！,雷影,2017-11-25,,被 截 胡 了 原本 这 工地 是 说 我们 做 的 ！ 结果 被人 截 胡 了 ！ 人家 工 价低 ！ 没办法 咯 ！
1,013,http://bbs.cehome.com/thread-1147635-1-1.html,挖掘机专区,我爱我挖,一起来就现在！属实有排面！,,小阿超,2017-11-25,,一起 来就 现在 ！ 属 实有 排 面 ！ 
1,014,http://bbs.cehome.com/thread-1147632-1-1.html,我与工程机械,装载机,现在党要抓环保，生意不好做。,一年到年底，喝喜酒随份子钱的季节到了，钱包伤不起了。,人生如梦……,2017-11-25,,现在 党 要 抓 环保 ， 生意 不 好做 。 一年 到 年底 ， 喝 喜酒 随份子 钱 的 季节 到了 ， 钱 包伤 不 起了 。
1,015,http://bbs.cehome.com/thread-1147630-1-1.html,挖掘机专区,我爱我挖,拌水稳，这个事舒服,,13365597885,2017-11-25,,拌水 稳 ， 这个 事 舒服 
1,016,http://bbs.cehome.com/thread-1147629-1-1.html,挖掘机专区,我爱我挖,履带板上用过橡胶块的进来下,想装橡胶块，不知道能用多久，附近的一个装过，几天就干废了，咨询过卖橡胶块的，说可以用半年，到底谁说的是真的,梅小西,2017-11-25,,履带 板 上 用过 橡 胶块 的 进 来下 想装 橡 胶块 ， 不知道 能用 多久 ， 附近 的 一个 装过 ， 几天 就 干 废了 ， 咨询 过 卖 橡 胶块 的 ， 说 可以用 半年 ， 到底 谁说 的 是 真的
1,017,http://bbs.cehome.com/thread-1147627-1-1.html,挖掘机专区,我爱我挖,最烦干这个活！伤神,,手机用户bikrw56,2017-11-25,,最烦 干 这个 活 ！ 伤神 
1,018,http://bbs.cehome.com/thread-1147625-1-1.html,挖掘机专区,我爱我挖,二手56-7履带,二手的，4500不包运，划算不？+上运费估计要六千了,他叫柴油燃烧的岁月,2017-11-25,,二手 56-7 履带 二手 的 ， 4500 不 包 运 ， 划算 不 ？ + 上 运费 估计 要 六千 了
1,019,http://bbs.cehome.com/thread-1147624-1-1.html,我与工程机械,故障咨询,急，求装载机大神帮帮忙,柳工ZL50CN，这是什么故障啊，就是感觉机子力气少点啦,大肥,2017-11-25,其他,急 ， 求 装载机 大神 帮帮忙 柳 工 ZL50CN ， 这 是什么 故障 啊 ， 就是 感觉 机子 力气 少点 啦
1,020,http://bbs.cehome.com/thread-1147622-1-1.html,挖掘机专区,我爱我挖,卡特336D使用报告,之前一直没开过卡特的机子，但是一直听甲油说卡特机好开容易上手，力气大，开了之后果然是这样，干活的时候东家点名要卡特的，由于这个是短臂的所以速度会比标准臂慢一点，行走牛，陡坡抓都不用抓就直接上，工地上4台神钢，他们挖不动就我上。油耗8个油35_38升左右。机子是11年的什么性能都ok就是发动机有烟，有大神知道是什么原因吗？,手机用户JSqXTq1,2017-11-25,,卡特 336D 使用报告 之前 一直 没 开过 卡特 的 机子 ， 但是 一直 听 甲 油 说 卡特 机 好 开 容易 上手 ， 力气 大 ， 开了 之后 果然是 这样 ， 干活 的 时候 东家 点名 要 卡特 的 ， 由于 这个 是 短 臂 的 所以 速度 会比 标准 臂 慢 一点 ， 行走 牛 ， 陡坡 抓 都 不用 抓 就 直 接上 ， 工 地上 4 台 神钢 ， 他们 挖 不动 就 我 上 。 油耗 8 个 油 35_38 升 左右 。 机子 是 11 年 的 什么 性能 都 ok 就是 发动机 有 烟 ， 有 大神 知道 是 什么原因 吗 ？
1,021,http://bbs.cehome.com/thread-1147621-1-1.html,我与工程机械,故障咨询,小松200-7压力问题，求大神解答,L分流模式前后泵压力360……A合流模式单一动作溢流前后泵压力只有270，但是合流模式两个动作一起溢流压力又能达到360！现在挖机感觉力气不够，特别提大臂收小臂比较慢！,yszjfa,2017-11-25,其他,小松 200-7 压力 问题 ， 求 大神 解答 L 分流 模式 前后 泵 压力 360 … … A 合流 模式 单一 动作 溢流 前后 泵 压力 只有 270 ， 但是 合流 模式 两个 动作 一起 溢流 压力 又能 达到 360 ！ 现在 挖机 感觉 力气 不够 ， 特 别提 大 臂 收 小臂 比较慢 ！
1,022,http://bbs.cehome.com/thread-1147618-1-1.html,挖掘机专区,我爱我挖,上路,,Mr . Gao,2017-11-25,,上路 
1,023,http://bbs.cehome.com/thread-1147615-1-1.html,挖掘机专区,我爱我挖,凯斯75.30小时废气排放有机油下来正常吗,凯斯75:30小时废气排放有机油下来正常吗,13119211552,2017-11-25,,凯 斯 75.30 小时 废气 排 放有 机油 下来 正常 吗 凯 斯 75:30 小时 废气 排 放有 机油 下来 正常 吗
1,024,http://bbs.cehome.com/thread-1147600-1-1.html,挖掘机专区,我爱我挖,暖阳,外面好冷，还是车里暖和,美化地球,2017-11-25,,暖 阳 外面 好冷 ， 还是 车里 暖和
1,025,http://bbs.cehome.com/thread-1147599-1-1.html,挖掘机专区,我爱我挖,三一75-8分配阀怎样拆卸？,哪位大神指教一下三一75-8分配阀怎样拆卸？想把O形圈换掉，哪里能找到维修视频？,微信用户-1061,2017-11-25,,三一 75-8 分配阀 怎样 拆卸 ？ 哪位 大神 指教 一下 三一 75-8 分配阀 怎样 拆卸 ？ 想把 O 形 圈 换掉 ， 哪里 能 找到 维修 视频 ？
1,026,http://bbs.cehome.com/thread-1147597-1-1.html,挖掘机专区,我爱我挖,每日一帖,昨天晚上夜班，发个帖子赚个币,微信追梦人,2017-11-25,,每日 一帖 昨天晚上 夜班 ， 发个 帖子 赚个 币
1,027,http://bbs.cehome.com/thread-1147594-1-1.html,铁甲娱乐,志同道合,铁甲人的一天,活很多山东青岛胶州和黄岛，来了，老板有可能抢着用你！不用叫我雷锋,瘦子挖手韩,2017-11-25,,铁甲 人 的 一天 活 很多 山东 青岛 胶州 和 黄岛 ， 来了 ， 老板 有 可能 抢着 用你 ！ 不用 叫我 雷锋
1,028,http://bbs.cehome.com/thread-1147591-1-1.html,挖掘机专区,我爱我挖,现实爱情五,快手  大湿dashi,大湿dashi,2017-11-25,,现实 爱情 五 快手    大 湿 dashi
1,029,http://bbs.cehome.com/thread-1147588-1-1.html,挖掘机专区,我爱我挖,挖掘机加电热丝怎么样,方便吗，多少钱,15384638879,2017-11-25,,挖掘机 加 电热丝 怎么样 方便 吗 ， 多少钱
1,030,http://bbs.cehome.com/thread-1147585-1-1.html,挖掘机专区,我爱我挖,老铁们有没有这种情况其实这事会做,然后被他们各种指挥各种吐槽  然后就一脸懵逼了  全程跟着指挥走了  自己没去想事了,褶子,2017-11-25,,老 铁 们 有没有 这种 情况 其实 这事 会做 然后 被 他们 各种 指挥 各种 吐 槽    然后就 一脸 懵 逼了    全程 跟着 指挥 走了    自己 没 去想 事 了
1,031,http://bbs.cehome.com/thread-1147582-1-1.html,挖掘机专区,我爱我挖,日历70挖掘机突然不空调制暖气了,不知道为什么这挖机今天突然不制暖气了，求大神说说原因,她命,2017-11-25,,日历 70 挖掘机 突然 不 空 调制 暖 气了 不知道 为什么 这 挖机 今天 突然 不 制 暖 气了 ， 求 大神 说说 原因
1,032,http://bbs.cehome.com/thread-1147578-1-1.html,互通有无,招聘求职,师傅难找,有没有师傅来江西余干开长期的挖机啊,手机用户ajkw167,2017-11-25,江西,师傅 难找 有没有 师傅 来 江西 余干 开 长期 的 挖机 啊
1,033,http://bbs.cehome.com/thread-1147573-1-1.html,挖掘机专区,我爱我挖,水箱的水跑到机油里面去了。,谁修过啊？斗山370的那个发动机发动机与水箱里面一点油也没有。这个发动机的缸套是湿式的，还是干式的，谁知道？,专业工程机械挖掘机维修,2017-11-25,,水箱 的 水 跑到 机油 里面 去了 。 谁 修 过 啊 ？ 斗山 370 的 那个 发动机 发动机 与 水箱 里面 一点 油 也没有 。 这个 发动机 的 缸 套 是 湿 式 的 ， 还是 干 式 的 ， 谁知道 ？
1,034,http://bbs.cehome.com/thread-1147572-1-1.html,挖掘机专区,我爱我挖,谁的机子快出来补牙哦,不知道这机子捞了多少钱？牙都掉完了,手机用户GKwwold,2017-11-25,,谁 的 机子 快出来 补牙 哦 不知道 这 机子 捞 了 多少钱 ？ 牙 都 掉 完了
1,035,http://bbs.cehome.com/thread-1147562-1-1.html,铁甲娱乐,视频 模型 游戏,原创视频,看看视频最简单，书读少不会写文章,柳州崽,2017-11-25,,原创 视频 看看 视频 最 简单 ， 书 读 少 不会 写文章
1,036,http://bbs.cehome.com/thread-1147558-1-1.html,我与工程机械,装载机,求助,遇到不平的路就甩方向盘，是铰接销旷了吗？工地还得干个10天半月，能坚持开下来吗？求助谢谢,富贵险中求,2017-11-25,,求助 遇到 不平 的 路 就 甩 方向盘 ， 是 铰接 销 旷 了吗 ？ 工地 还得 干个 10 天 半月 ， 能 坚持 开下来 吗 ？ 求助 谢谢
1,037,http://bbs.cehome.com/thread-1147552-1-1.html,挖掘机专区,我爱我挖,学徒,本人学挖机7个月了，现在会做基本的活了  可不可以出去自己一个人做事了喔，大师们,初见壹,2017-11-25,,学徒 本 人学 挖机 7 个 月了 ， 现在 会做 基本 的 活了    可不可以 出去 自己 一个人 做事 了 喔 ， 大师 们
1,038,http://bbs.cehome.com/thread-1147549-1-1.html,挖掘机专区,我爱我挖,我的爱机,,13365597885,2017-11-25,,我 的 爱 机 
1,039,http://bbs.cehome.com/thread-1147545-1-1.html,挖掘机专区,我爱我挖,野生老猫啊,吓人啊,铁甲小封,2017-11-25,,野生 老 猫 啊 吓人 啊
1,040,http://bbs.cehome.com/thread-1147542-1-1.html,我与工程机械,故障咨询,斗山220-7液压锁关了全车还能动,斗山220-7液压锁关了全车还动  液压锁没坏  现在液压锁控制哪个东西在什么地方,挖挖你我,2017-11-25,其他液压泵/阀问题,斗山 220-7 液压 锁 关了 全车 还 能动 斗山 220-7 液压 锁 关了 全车 还 动    液压 锁 没 坏    现在 液压 锁 控制 哪个 东西 在 什么地方
1,041,http://bbs.cehome.com/thread-1147539-1-1.html,挖掘机专区,我爱我挖,求大师解答,斗山225--7五十铃发动机机油长起来高过两克标尺，又不是水箱里水串进去，又不是柴油串进去，是什么原因,手机用户aklqt26,2017-11-25,,求 大师 解答 斗山 225--7 五十铃 发动机 机油 长起来 高过 两克 标尺 ， 又不是 水箱 里水 串 进去 ， 又不是 柴油 串 进去 ， 是 什么原因
